Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
49.0,Male,81.4,1.83,167,125,73,1.98,1225.0,Yoga,13.6,3.5,5.0,3,24.31
21.0,Male,67.0,1.61,161,152,74,1.32,1104.0,Yoga,22.0,2.1,3.0,2,25.85
40.0,Male,76.9,1.92,179,137,68,1.13,851.0,Yoga,22.4,3.7,4.0,2,20.86
59.0,Female,65.5,1.52,161,162,61,1.4,1021.0,Yoga,31.2,2.1,3.0,2,28.35
45.0,Female,44.5,1.65,162,148,71,1.44,959.0,Yoga,30.7,1.6,3.0,1,16.35
38.0,Male,68.7,1.92,170,150,73,1.31,1081.0,Cardio,29.0,3.0,4.0,2,18.64
53.0,Female,68.0,1.7,181,139,57,1.06,663.0,HIIT,25.1,2.4,4.0,2,23.53
,Female,68.2,1.75,177,150,71,0.85,638.0,Strength,29.0,1.7,2.0,1,22.27
54.0,Female,75.6,1.72,194,154,60,0.97,672.0,Cardio,26.4,1.9,3.0,1,25.55
43.0,Male,108.6,1.73,174,150,66,1.33,988.0,Cardio,28.5,2.2,2.0,1,36.29
34.0,Female,64.3,1.62,174,145,62,1.76,1276.0,Yoga,19.8,2.7,5.0,3,24.5
42.0,Male,73.5,1.63,188,136,68,0.52,350.0,Strength,26.1,3.2,3.0,1,27.66
33.0,Female,74.2,1.76,192,145,66,1.15,834.0,Strength,25.9,1.5,4.0,2,23.95
36.0,Male,90.3,1.65,169,158,71,1.38,1199.0,Cardio,,3.4,,2,33.17
55.0,Male,86.4,1.77,176,157,61,1.0,777.0,Yoga,27.3,2.8,3.0,2,27.58
33.0,Female,53.6,1.52,194,126,73,1.02,643.0,Cardio,30.9,2.3,2.0,1,23.2
,Male,85.9,1.85,195,156,62,1.66,1424.0,Strength,12.9,3.5,4.0,3,25.1
32.0,Male,49.3,1.62,167,158,74,1.18,1025.0,Strength,29.3,2.5,3.0,2,18.79
55.0,Male,128.4,1.68,178,165,52,1.13,923.0,Cardio,20.4,2.6,4.0,2,45.49
44.0,Female,42.8,1.78,167,159,64,1.49,1066.0,Strength,25.3,2.6,3.0,2,13.51
22.0,Female,72.1,1.62,183,123,59,1.38,849.0,HIIT,25.1,2.1,3.0,1,27.47
54.0,Male,67.0,1.68,191,164,63,0.55,446.0,Yoga,20.5,2.8,3.0,1,23.74
20.0,Female,44.2,1.61,177,122,69,1.08,659.0,HIIT,32.4,2.5,2.0,1,17.05
52.0,Female,59.7,1.71,169,151,58,1.23,836.0,Strength,34.3,2.0,3.0,1,20.42
38.0,Female,56.3,1.6,180,142,53,1.21,859.0,Yoga,28.8,1.9,4.0,2,21.99
42.0,Female,59.5,1.74,195,141,52,1.78,1129.0,Yoga,16.4,2.7,5.0,3,19.65
59.0,Male,126.4,1.69,168,149,68,1.24,915.0,Strength,29.5,2.9,3.0,1,44.26
40.0,Male,73.2,1.94,177,162,69,0.81,722.0,Strength,29.0,2.4,2.0,1,19.45
19.0,Male,56.9,1.87,178,138,70,0.61,463.0,Cardio,23.3,3.7,3.0,1,16.27
44.0,Female,42.8,1.78,167,159,64,1.49,1066.0,Strength,25.3,2.6,3.0,2,13.51
53.0,Female,53.3,1.74,173,156,54,1.37,962.0,Strength,32.2,1.8,3.0,2,17.6
50.0,Male,95.4,1.61,173,133,50,1.16,764.0,Strength,21.5,3.6,4.0,2,36.8
37.0,Female,72.9,1.76,192,121,52,1.21,732.0,Strength,27.5,1.9,3.0,2,23.53
44.0,Male,94.6,1.84,170,120,67,1.26,748.0,HIIT,26.0,3.1,4.0,2,27.94
28.0,Female,69.6,1.58,182,135,50,1.49,1006.0,Cardio,27.8,2.0,3.0,2,27.88
46.0,Female,62.5,1.54,197,125,73,1.61,906.0,Strength,18.1,2.7,4.0,3,26.35
20.0,Female,74.7,1.58,172,166,62,1.04,863.0,Strength,,2.4,3.0,2,29.92
48.0,Female,69.1,1.6,191,166,53,1.34,1001.0,Strength,26.1,2.0,4.0,2,26.99
32.0,Female,68.1,1.66,167,122,54,1.11,677.0,Cardio,33.4,2.3,4.0,2,24.71
51.0,Male,60.7,1.71,168,169,60,1.14,954.0,Strength,22.1,2.5,2.0,1,20.76
39.0,Female,55.9,1.71,184,148,59,1.95,1443.0,Yoga,19.5,2.7,5.0,3,19.12
57.0,Male,85.6,1.69,189,133,50,1.76,1159.0,Yoga,12.7,3.5,5.0,3,29.97
42.0,Male,45.5,1.6,166,163,64,1.31,1057.0,Strength,21.7,2.6,,2,17.77
46.0,Female,61.0,1.71,181,153,61,1.67,1150.0,Cardio,17.8,2.7,4.0,3,20.86
31.0,Female,76.7,1.62,174,127,74,1.39,883.0,Yoga,28.1,2.3,4.0,2,29.23
56.0,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2.0,1,27.12
52.0,Female,79.9,1.51,190,142,54,0.75,479.0,Strength,31.5,2.6,3.0,1,35.04
58.0,Female,44.2,1.57,183,155,59,1.08,753.0,HIIT,31.9,2.3,3.0,1,17.93
48.0,Male,114.9,1.86,175,141,56,1.36,949.0,Cardio,21.1,3.6,3.0,1,33.21
29.0,Female,49.0,1.57,168,132,53,1.33,878.0,Yoga,26.5,2.6,3.0,2,19.88
39.0,Male,81.7,1.75,165,165,55,1.32,1198.0,Cardio,29.1,2.8,4.0,2,26.68
31.0,Male,86.6,1.76,172,151,66,1.29,1071.0,Strength,28.9,3.3,3.0,2,27.96
58.0,Male,58.6,1.66,172,161,60,1.21,964.0,HIIT,26.8,2.9,2.0,1,21.27
33.0,Male,102.6,1.75,186,140,53,1.4,1078.0,HIIT,27.9,2.2,3.0,2,33.5
59.0,Female,54.6,1.57,164,169,64,0.58,441.0,Cardio,29.2,2.3,3.0,1,22.15
41.0,Female,64.9,1.57,166,123,53,1.04,576.0,HIIT,25.9,2.4,4.0,2,26.33
54.0,Male,54.6,1.76,160,137,56,1.28,868.0,Cardio,27.4,3.3,4.0,2,17.63
48.0,Male,73.7,1.61,172,121,63,1.36,815.0,Cardio,21.8,3.6,4.0,2,28.43
40.0,Male,80.3,1.76,168,167,74,1.63,1497.0,Strength,13.1,3.5,5.0,3,25.92
51.0,Female,44.8,1.63,198,137,69,1.08,666.0,Yoga,33.8,2.1,4.0,2,16.86
50.0,Male,50.6,1.69,162,156,60,1.31,1012.0,Cardio,23.8,3.0,2.0,1,17.72
55.0,Female,76.3,1.73,196,158,65,1.08,768.0,Yoga,,2.6,3.0,1,25.49
18.0,Female,66.9,1.75,170,122,61,0.94,573.0,Yoga,26.8,1.7,2.0,1,21.84
42.0,Female,49.2,1.5,173,131,63,1.15,678.0,HIIT,27.7,1.5,3.0,2,21.87
45.0,Female,50.9,1.65,170,136,50,1.45,887.0,Strength,30.1,2.3,2.0,1,18.7
44.0,Male,98.0,1.83,194,130,56,1.28,824.0,Cardio,25.7,3.5,4.0,2,29.26
28.0,Male,114.2,1.87,184,166,55,1.05,959.0,Strength,20.2,3.2,3.0,2,32.66
52.0,Male,85.6,1.74,182,145,56,1.84,1321.0,Yoga,13.9,3.5,4.0,3,28.27
40.0,Male,52.1,1.61,198,128,70,0.87,612.0,HIIT,,3.3,2.0,1,20.1
51.0,Male,115.3,1.67,189,139,55,1.38,950.0,Yoga,24.4,2.5,3.0,2,41.34
25.0,Male,88.1,1.95,182,131,68,1.41,1016.0,Cardio,22.7,3.0,,1,23.17
46.0,Male,108.8,1.64,185,169,63,1.4,1171.0,Strength,20.5,3.4,3.0,1,40.45
,Female,70.7,1.57,198,163,65,1.14,836.0,Cardio,31.8,2.1,3.0,1,28.68
54.0,Male,86.1,1.95,195,140,64,1.17,811.0,Yoga,27.9,3.4,2.0,1,22.64
55.0,Male,75.6,1.71,173,130,57,1.03,663.0,Strength,28.1,2.0,4.0,2,25.85
52.0,Male,45.1,1.72,196,129,70,0.93,594.0,Cardio,27.5,3.3,2.0,1,15.24
41.0,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4.0,2,23.94
47.0,Male,127.8,1.65,198,157,60,0.77,598.0,Cardio,28.7,3.5,2.0,1,46.94
39.0,Female,63.3,1.71,178,125,56,1.88,1175.0,Strength,18.5,2.7,4.0,3,21.65
50.0,Female,58.1,1.58,199,120,50,1.93,1042.0,Yoga,19.3,2.7,5.0,3,23.27
51.0,Male,48.6,1.77,199,155,74,1.47,1128.0,Strength,26.9,3.5,2.0,1,15.51
52.0,Male,116.5,1.69,198,148,51,0.53,388.0,Cardio,27.3,2.4,2.0,1,40.79
24.0,Male,51.0,1.67,178,133,72,0.97,710.0,Strength,21.3,2.8,3.0,1,18.29
41.0,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4.0,2,23.94
49.0,Female,49.2,1.54,179,153,63,1.28,881.0,HIIT,30.7,2.1,3.0,2,20.75
47.0,Male,73.9,1.8,173,140,50,1.36,942.0,Strength,28.3,3.7,3.0,1,22.81
25.0,Male,76.5,1.96,180,120,59,0.67,442.0,Strength,23.2,2.3,3.0,1,19.91
42.0,Male,85.2,1.81,189,151,65,1.54,1151.0,Yoga,13.7,3.5,5.0,3,26.01
23.0,Female,78.6,1.73,192,156,56,1.47,1147.0,HIIT,32.3,1.5,4.0,2,26.26
22.0,Female,48.7,1.76,165,167,66,1.37,1144.0,HIIT,29.0,2.2,4.0,2,15.72
19.0,Female,60.5,1.59,184,128,53,1.14,730.0,Cardio,30.1,2.2,2.0,1,23.93
52.0,Female,65.9,1.52,188,139,53,1.27,794.0,Cardio,27.0,2.3,4.0,2,28.52
23.0,Female,67.8,1.61,186,160,66,1.34,1072.0,HIIT,34.3,1.8,2.0,1,26.16
37.0,Male,76.3,1.77,180,128,57,1.36,957.0,HIIT,27.3,2.1,4.0,2,24.35
52.0,Female,61.5,1.69,160,152,63,1.8,1231.0,Cardio,15.5,2.7,4.0,3,21.53
42.0,Male,97.9,1.91,193,136,73,1.01,680.0,Strength,29.0,2.8,3.0,2,26.84
23.0,Male,57.7,1.71,179,149,58,1.15,942.0,Strength,27.0,3.4,3.0,2,19.73
36.0,Male,110.2,1.77,191,156,74,1.19,1021.0,HIIT,26.5,3.4,2.0,1,35.18
57.0,Female,51.9,1.57,169,151,67,1.05,713.0,HIIT,29.1,2.6,3.0,2,21.06
18.0,Male,118.6,1.64,188,134,67,0.94,693.0,Cardio,25.6,2.7,3.0,1,44.1
22.0,Male,45.7,1.77,164,139,73,1.04,795.0,HIIT,20.7,2.4,3.0,1,14.59
49.0,Female,69.3,1.62,191,122,62,1.14,626.0,HIIT,28.8,1.9,4.0,2,26.41
51.0,Female,64.9,1.6,169,125,55,1.49,838.0,Yoga,31.1,2.5,4.0,2,25.35
41.0,Male,47.1,1.78,165,149,65,1.26,929.0,Yoga,24.7,2.4,3.0,1,14.87
27.0,Male,104.3,1.68,162,135,62,1.28,950.0,Cardio,29.7,3.5,3.0,2,36.95
25.0,Male,95.6,1.9,190,160,72,1.47,1294.0,Cardio,23.8,2.4,4.0,2,26.48
27.0,Female,53.0,1.58,166,142,62,1.26,895.0,Cardio,34.5,1.8,4.0,2,21.23
,Female,64.4,1.55,194,139,62,1.77,1107.0,HIIT,19.7,2.7,4.0,3,26.81
40.0,Female,72.2,1.6,173,130,67,0.87,566.0,Yoga,,1.9,3.0,1,28.2
26.0,Female,54.2,1.65,172,120,58,1.07,642.0,Cardio,34.9,1.9,4.0,2,19.91
42.0,Male,85.2,1.81,189,151,65,1.54,1151.0,Yoga,13.7,3.5,5.0,3,26.01
20.0,Female,46.5,1.68,187,145,72,0.91,660.0,HIIT,27.9,2.4,2.0,1,16.48
40.0,Female,57.7,1.69,184,156,53,1.18,920.0,HIIT,33.1,2.4,4.0,2,20.2
56.0,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2.0,1,27.12
22.0,Male,107.4,1.74,195,138,63,1.34,1017.0,Strength,22.0,2.2,2.0,1,35.47
38.0,Female,76.6,1.58,199,130,53,0.74,481.0,Yoga,32.2,2.3,2.0,1,30.68
27.0,Male,108.0,1.8,174,122,70,1.38,926.0,Cardio,28.6,2.5,4.0,2,33.33
41.0,Male,67.0,1.77,161,149,50,1.22,900.0,HIIT,25.6,2.6,3.0,2,21.39
35.0,Female,50.4,1.6,195,156,59,1.03,803.0,Cardio,29.1,1.9,4.0,2,19.69
42.0,Female,72.4,1.69,177,148,61,1.07,713.0,Yoga,29.0,2.3,3.0,2,25.35
21.0,Male,96.7,1.72,161,151,62,1.26,1046.0,Strength,25.0,2.8,3.0,1,32.69
52.0,Male,66.5,1.6,185,120,70,1.34,796.0,HIIT,26.8,2.1,,2,25.98
26.0,Male,73.7,1.66,177,125,72,0.93,639.0,Yoga,26.7,2.2,2.0,1,26.75
29.0,Male,88.0,1.89,199,137,54,1.75,1319.0,Cardio,13.3,3.5,5.0,3,24.64
46.0,Female,61.0,1.71,181,153,61,1.67,1150.0,Cardio,17.8,2.7,4.0,3,20.86
20.0,Female,44.2,1.61,177,122,69,1.08,659.0,HIIT,32.4,2.5,2.0,1,17.05
42.0,Male,45.5,1.6,166,163,64,1.31,1057.0,Strength,21.7,2.6,3.0,2,17.77
59.0,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,29.8,3.1,3.0,2,28.05
40.0,Male,87.9,1.87,196,134,54,1.96,1445.0,Strength,10.7,3.5,5.0,3,25.14
,Female,42.1,1.65,172,132,59,1.22,725.0,Strength,33.0,2.2,2.0,1,15.46
35.0,Male,85.6,1.85,185,135,55,1.78,1322.0,Strength,14.5,3.5,5.0,3,25.01
21.0,Male,110.7,1.69,193,133,59,1.06,775.0,Yoga,27.0,2.7,3.0,1,38.76
55.0,Male,86.4,1.77,176,157,61,1.0,777.0,Yoga,27.3,2.8,3.0,2,27.58
27.0,Male,88.5,1.98,161,153,53,1.8,1515.0,Cardio,11.1,3.5,4.0,3,22.57
45.0,Male,93.0,1.91,175,143,55,1.03,729.0,Cardio,27.3,3.7,3.0,2,25.49
40.0,Male,93.6,1.93,188,157,60,1.38,1192.0,Cardio,22.1,2.0,3.0,1,25.13
28.0,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3.0,2,28.09
59.0,Male,88.1,1.76,187,168,74,1.35,1123.0,Strength,26.9,3.0,3.0,2,28.44
50.0,Female,42.7,1.53,168,155,65,1.41,983.0,Strength,28.4,2.4,4.0,2,18.24
59.0,Male,96.7,1.71,183,150,62,0.57,423.0,Yoga,28.4,2.9,3.0,1,33.07
,Male,85.4,1.88,195,137,60,1.98,1492.0,Yoga,13.5,3.5,5.0,3,24.16
29.0,Female,56.2,1.77,191,123,61,0.68,418.0,Yoga,33.4,2.6,3.0,1,17.94
26.0,Female,64.1,1.5,194,134,60,1.93,1293.0,Strength,15.1,2.7,5.0,3,28.49
23.0,Male,107.0,1.94,198,120,73,1.35,891.0,HIIT,23.5,2.9,2.0,1,28.43
53.0,Female,64.4,1.55,194,139,62,1.77,1107.0,HIIT,19.7,2.7,4.0,3,26.81
,Male,85.3,1.64,178,123,69,1.77,1197.0,Cardio,13.2,3.5,4.0,3,31.71
38.0,Male,68.7,1.92,170,150,73,1.31,1081.0,Cardio,,3.0,4.0,2,18.64
50.0,Female,66.3,1.57,192,132,73,1.25,742.0,HIIT,31.6,1.6,2.0,1,26.9
34.0,Female,64.3,1.62,174,145,62,1.76,1276.0,Yoga,19.8,2.7,5.0,3,24.5
39.0,Female,68.6,1.64,162,154,53,1.33,1024.0,Cardio,32.4,1.5,3.0,2,25.51
33.0,Female,68.2,1.75,177,150,71,0.85,638.0,Strength,29.0,1.7,2.0,1,22.27
51.0,Female,44.8,1.63,198,137,69,1.08,666.0,Yoga,33.8,2.1,4.0,2,16.86
55.0,Male,84.7,1.79,178,122,52,1.19,719.0,Cardio,23.3,2.4,3.0,2,26.43
42.0,Female,46.6,1.77,184,139,63,0.61,382.0,Yoga,28.1,2.6,2.0,1,14.87
24.0,Female,40.4,1.64,168,168,55,0.99,832.0,HIIT,31.0,1.9,2.0,1,15.02
49.0,Female,40.0,1.65,188,148,74,1.03,686.0,Yoga,34.3,2.5,3.0,2,14.69
40.0,Female,52.6,1.66,198,120,71,1.27,762.0,Strength,32.9,1.7,,2,19.09
57.0,Male,83.4,1.65,172,166,67,1.57,1290.0,HIIT,13.3,3.5,4.0,3,30.63
49.0,Male,82.1,1.86,162,160,64,1.87,1481.0,Strength,14.2,3.5,4.0,3,23.73
43.0,Female,58.2,1.61,179,124,54,1.04,580.0,Strength,26.4,2.6,3.0,2,22.45
,Male,122.3,1.89,178,153,51,0.66,500.0,Yoga,20.1,3.1,3.0,1,34.24
38.0,Female,56.3,1.6,180,142,53,1.21,859.0,Yoga,28.8,1.9,4.0,2,21.99
42.0,Male,62.9,1.98,173,126,61,1.42,886.0,Yoga,28.5,3.4,4.0,2,16.04
,Male,117.3,1.68,172,134,57,1.24,914.0,Yoga,28.5,2.7,3.0,2,41.56
21.0,Female,55.2,1.55,163,161,53,1.37,1103.0,Strength,31.7,1.7,4.0,2,22.98
29.0,Male,87.0,1.86,177,123,72,1.52,1028.0,Yoga,11.0,3.5,4.0,3,25.15
26.0,Female,72.8,1.67,163,121,50,1.37,829.0,Strength,35.0,1.9,2.0,1,26.1
52.0,Female,57.9,1.56,166,152,68,1.66,1135.0,HIIT,15.8,2.7,4.0,3,23.79
23.0,Female,40.9,1.75,167,145,61,0.82,594.0,Yoga,25.2,2.1,3.0,1,13.36
19.0,Female,59.1,1.57,184,162,50,1.65,1336.0,Cardio,17.9,2.7,5.0,3,23.98
52.0,Male,47.8,1.86,179,129,67,1.01,645.0,Yoga,24.7,2.8,,2,13.82
58.0,Female,49.7,1.67,191,125,72,1.38,776.0,Strength,31.9,2.3,4.0,2,17.82
48.0,Male,94.5,1.7,189,140,64,1.01,700.0,Cardio,28.2,3.5,3.0,2,32.7
28.0,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3.0,2,28.09
36.0,Female,47.2,1.74,196,160,53,1.5,1200.0,Cardio,32.2,1.6,4.0,2,15.59
24.0,Male,51.0,1.67,178,133,72,0.97,710.0,Strength,21.3,2.8,3.0,1,18.29
32.0,Male,85.3,1.64,178,123,69,1.77,1197.0,Cardio,13.2,3.5,4.0,3,31.71
31.0,Female,53.5,1.76,172,133,69,1.22,811.0,Strength,27.6,1.8,4.0,2,17.27
43.0,Female,70.1,1.66,169,151,58,0.99,673.0,Strength,34.6,2.6,2.0,1,25.44
57.0,Female,46.1,1.76,165,130,60,1.44,842.0,Strength,25.8,1.7,3.0,2,14.88
47.0,Male,127.8,1.65,198,157,60,0.77,598.0,Cardio,28.7,3.5,2.0,1,46.94
57.0,Female,46.1,1.76,165,130,60,1.44,842.0,Strength,25.8,1.7,3.0,2,14.88
51.0,Female,57.4,1.77,177,123,72,1.08,598.0,Yoga,,2.1,4.0,2,18.32
30.0,Male,107.9,1.66,194,140,64,1.08,832.0,Cardio,29.5,2.8,3.0,2,39.16
22.0,Female,78.7,1.52,173,166,74,1.45,1204.0,Strength,31.5,2.3,3.0,2,34.06
43.0,Male,82.9,1.95,181,160,70,1.9,1505.0,Cardio,12.9,3.5,5.0,3,21.8
39.0,Male,71.7,1.88,198,147,51,0.55,445.0,Cardio,23.7,2.2,2.0,1,20.29
20.0,Male,111.0,1.94,170,156,50,1.02,875.0,Cardio,27.6,3.3,4.0,2,29.49
44.0,Male,124.8,1.85,175,126,69,1.35,842.0,Strength,24.4,3.5,4.0,2,36.46
33.0,Female,74.2,1.76,192,145,66,1.15,834.0,Strength,25.9,1.5,4.0,2,23.95
40.0,Male,106.5,1.65,162,162,74,1.32,1176.0,HIIT,21.0,3.6,4.0,2,39.12
20.0,Male,85.7,1.92,172,136,58,1.72,1287.0,Cardio,10.5,3.5,5.0,3,23.25
33.0,Female,55.6,1.61,161,147,54,1.77,1301.0,Yoga,,2.7,4.0,3,21.45
31.0,Female,63.2,1.8,166,157,66,0.59,463.0,Cardio,25.5,2.6,2.0,1,19.51
22.0,Female,58.3,1.72,173,128,63,1.0,640.0,Yoga,32.6,1.6,,2,19.71
45.0,Female,73.0,1.75,184,148,50,1.14,759.0,Yoga,26.6,2.0,4.0,2,23.84
58.0,Female,74.8,1.69,175,162,53,1.28,933.0,Strength,32.8,2.3,4.0,2,26.19
53.0,Female,55.8,1.55,171,141,54,1.12,711.0,Strength,27.0,1.8,4.0,2,23.23
22.0,Female,63.2,1.54,191,155,53,1.02,790.0,Cardio,29.5,2.4,4.0,2,26.65
34.0,Female,59.0,1.62,178,150,56,1.13,847.0,Cardio,30.9,2.4,4.0,2,22.48
21.0,Male,86.6,1.86,163,129,58,1.37,972.0,HIIT,21.8,2.6,3.0,2,25.03
18.0,Male,125.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,3.0,2,45.14
,Female,51.9,1.57,169,151,67,1.05,713.0,HIIT,29.1,2.6,3.0,2,21.06
36.0,Female,57.3,1.64,164,157,70,1.13,887.0,Strength,25.3,1.8,4.0,2,21.3
23.0,Male,114.8,1.6,182,163,60,1.47,1318.0,Cardio,21.7,2.7,4.0,2,44.84
39.0,Female,60.6,1.65,162,167,63,0.92,768.0,HIIT,27.6,1.7,,1,22.26
43.0,Male,76.8,1.92,192,161,50,1.24,988.0,Yoga,21.1,2.5,3.0,1,20.83
40.0,Male,52.1,1.61,198,128,70,0.87,612.0,HIIT,21.3,3.3,2.0,1,20.1
19.0,Male,72.0,1.94,199,148,62,1.17,952.0,Yoga,24.7,3.2,3.0,2,19.13
45.0,Male,79.2,1.95,189,135,69,1.47,982.0,Yoga,22.8,2.8,3.0,2,20.83
18.0,Male,118.6,1.64,188,134,67,0.94,693.0,Cardio,25.6,2.7,3.0,1,44.1
50.0,Female,69.3,1.68,182,135,51,1.2,729.0,HIIT,30.3,2.0,2.0,1,24.55
51.0,Male,109.3,1.78,182,157,64,0.54,420.0,Strength,28.7,3.3,3.0,1,34.5
42.0,Female,53.7,1.72,183,142,74,1.37,875.0,Cardio,29.8,1.6,3.0,1,18.15
18.0,Female,63.9,1.59,185,125,50,1.87,1169.0,Strength,16.4,2.7,4.0,3,25.28
52.0,Male,84.8,1.85,189,152,50,1.19,895.0,Cardio,23.4,3.2,2.0,1,24.78
28.0,Male,108.5,1.79,183,120,68,1.33,878.0,HIIT,24.8,2.1,4.0,2,33.86
52.0,Female,47.8,1.54,198,146,63,1.34,880.0,Cardio,29.8,1.9,3.0,2,20.16
49.0,Male,85.0,1.68,197,163,74,1.82,1468.0,HIIT,11.3,3.5,4.0,3,30.12
54.0,Male,83.6,1.86,168,142,56,1.54,1082.0,HIIT,12.4,3.5,5.0,3,24.16
20.0,Male,85.7,1.92,172,136,58,1.72,1287.0,Cardio,10.5,3.5,5.0,3,23.25
59.0,Female,75.8,1.77,167,128,53,1.46,841.0,Strength,33.1,1.8,3.0,1,24.19
55.0,Male,63.5,1.86,198,144,53,1.36,969.0,Strength,22.9,2.9,4.0,2,18.35
18.0,Male,125.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,3.0,2,45.14
44.0,Male,65.2,1.8,192,139,68,0.73,502.0,HIIT,27.2,2.7,2.0,1,20.12
50.0,Male,90.0,1.7,168,124,74,0.81,497.0,Cardio,22.9,2.7,2.0,1,31.14
22.0,Female,42.8,1.56,174,133,66,1.47,978.0,Strength,32.2,2.6,3.0,2,17.59
50.0,Male,101.7,1.67,192,127,57,0.53,333.0,HIIT,20.9,2.9,2.0,1,36.47
50.0,Female,51.8,1.5,182,141,58,1.32,838.0,HIIT,33.0,2.2,3.0,1,23.02
19.0,Female,49.1,1.68,193,164,58,1.42,1164.0,Cardio,25.3,2.6,4.0,2,17.4
25.0,Male,81.5,1.61,170,159,63,1.93,1688.0,HIIT,10.9,3.5,4.0,3,31.44
24.0,Male,51.0,1.67,178,133,72,0.97,710.0,Strength,21.3,2.8,3.0,1,18.29
36.0,Male,88.0,1.71,185,160,73,1.87,1646.0,HIIT,,3.5,5.0,3,30.09
29.0,Male,88.1,1.93,186,143,66,1.88,1479.0,Cardio,,3.5,5.0,3,23.65
37.0,Female,69.5,1.5,196,130,66,0.69,448.0,Cardio,32.8,2.4,2.0,1,30.89
40.0,Female,62.6,1.53,197,143,73,1.93,1380.0,Cardio,18.1,2.7,5.0,3,26.74
41.0,Female,64.9,1.57,166,123,53,1.04,576.0,HIIT,25.9,2.4,4.0,2,26.33
22.0,Female,58.3,1.72,173,128,63,1.0,640.0,Yoga,32.6,1.6,3.0,2,19.71
24.0,Female,69.7,1.75,166,146,60,1.41,1029.0,Cardio,32.5,2.0,3.0,1,22.76
35.0,Male,59.2,1.66,197,161,59,1.3,1151.0,Strength,21.3,3.2,3.0,1,21.48
51.0,Female,64.9,1.6,169,125,55,1.49,838.0,Yoga,31.1,2.5,4.0,2,25.35
20.0,Female,75.9,1.73,165,152,63,1.39,1056.0,Strength,30.6,2.1,4.0,2,25.36
26.0,Female,72.8,1.67,163,121,50,1.37,829.0,Strength,35.0,1.9,2.0,1,26.1
,Male,76.9,1.82,192,121,50,1.49,992.0,Strength,24.5,2.8,4.0,2,23.22
20.0,Male,74.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3.0,2,24.42
20.0,Male,124.3,1.82,194,145,63,1.25,997.0,Cardio,22.4,3.2,3.0,2,37.53
,Male,76.8,1.92,192,161,50,1.24,988.0,Yoga,21.1,2.5,3.0,1,20.83
22.0,Male,117.3,1.68,172,134,57,1.24,914.0,Yoga,28.5,2.7,3.0,2,41.56
40.0,Male,60.2,1.88,183,141,61,1.22,946.0,Cardio,25.2,3.0,3.0,2,17.03
57.0,Male,96.1,1.74,199,144,54,1.21,862.0,Cardio,21.6,2.8,3.0,2,31.74
59.0,Female,60.4,1.76,194,120,53,1.72,929.0,Cardio,18.8,2.7,5.0,3,19.5
57.0,Male,55.7,1.99,170,126,70,1.13,705.0,Strength,23.6,3.0,3.0,2,14.07
47.0,Male,89.1,1.84,168,159,65,1.44,1133.0,Yoga,24.0,3.6,3.0,2,26.32
21.0,Female,61.3,1.57,191,152,64,1.94,1474.0,HIIT,17.2,2.7,4.0,3,24.87
54.0,Female,46.6,1.5,175,165,58,1.38,1025.0,Strength,30.6,2.0,2.0,1,20.71
20.0,Male,74.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3.0,2,24.42
33.0,Female,56.4,1.54,165,155,63,1.06,822.0,Strength,29.2,1.5,3.0,1,23.78
25.0,Female,43.1,1.62,196,161,65,1.04,837.0,HIIT,,1.8,4.0,2,16.42
39.0,Male,107.7,1.88,162,160,59,0.72,634.0,Strength,28.1,3.6,2.0,1,30.47
57.0,Female,60.9,1.52,196,157,66,1.31,926.0,Strength,30.6,1.8,3.0,2,26.36
,Female,71.2,1.5,182,142,54,1.15,816.0,Cardio,34.6,2.6,2.0,1,31.64
18.0,Male,87.6,1.93,161,139,72,1.72,1315.0,HIIT,11.9,3.5,4.0,3,23.52
27.0,Female,69.5,1.76,171,121,66,0.94,569.0,Strength,34.4,2.0,3.0,1,22.44
33.0,Male,113.6,1.99,169,125,58,1.38,949.0,Strength,28.4,3.4,2.0,1,28.69
46.0,Male,72.6,1.87,188,161,64,1.31,1044.0,HIIT,22.6,3.4,4.0,2,20.76
45.0,Female,57.2,1.55,194,121,58,1.67,909.0,Cardio,18.4,2.7,5.0,3,23.81
28.0,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3.0,2,28.09
59.0,Female,75.8,1.77,167,128,53,1.46,841.0,Strength,,1.8,3.0,1,24.19
